session_uid|sched_start|start_actual|len_min|setting|session_state|session_label|org_name|program_name|group_size|n_present|n_absent|subject|tutor_uid|tutor_ok|session_notes|skill_list|student_uid|roster_state|present_flag|join_ts|leave_ts|mins_attended|school_uid|school_name|grade_level|section_label|course_name|exported_at|funding_code
d88fae91-eca7-451f-bcc6-97d72afe3c22|01/21/2026 13:50|01/21/2026 13:49|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|2|1|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Focused on percent change. Group is close to mastery, will re-assess next session."";"||b6ef1fe6-f0ab-4bc0-96d2-34fb883d6e8f|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|T1-A
d88fae91-eca7-451f-bcc6-97d72afe3c22|01/21/2026 13:50|01/21/2026 13:49|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|2|1|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Focused on percent change. Group is close to mastery, will re-assess next session."";"||1332bacd-4386-4b8d-854e-26555e24d754|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|T1-B
b3a5d20c-660a-46b7-baf5-5361b2fbf734|01/23/2026 13:50|01/23/2026 13:50|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|3|0|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||1d4e3809-560a-456b-9f6f-d8414597558d|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|T1-B
b3a5d20c-660a-46b7-baf5-5361b2fbf734|01/23/2026 13:50|01/23/2026 13:50|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|3|0|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||b6ef1fe6-f0ab-4bc0-96d2-34fb883d6e8f|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|T1-A
b3a5d20c-660a-46b7-baf5-5361b2fbf734|01/23/2026 13:50|01/23/2026 13:50|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|3|0|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||1332bacd-4386-4b8d-854e-26555e24d754|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|T2
dd5a2fe0-6278-4b41-8772-b020e181a3e9|01/28/2026 13:50|01/28/2026 13:51|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|2|1|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||1d4e3809-560a-456b-9f6f-d8414597558d|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|
dd5a2fe0-6278-4b41-8772-b020e181a3e9|01/28/2026 13:50|01/28/2026 13:51|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|2|1|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||b6ef1fe6-f0ab-4bc0-96d2-34fb883d6e8f|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|T1-A
dd5a2fe0-6278-4b41-8772-b020e181a3e9|01/28/2026 13:50|01/28/2026 13:51|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|2|1|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||1332bacd-4386-4b8d-854e-26555e24d754|ACCEPTED|1|01/28/2026 13:56|01/28/2026 14:22|26.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-02-04 06:00:00|
18d36154-a2dc-4723-b736-6a229760adfc|01/07/2026 08:20|01/07/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|8.8(C) Model and solve equations with variables on both sides, 8.5(G) Identify functions using ordered pairs, tables, and graphs, A.2(C) Write linear equations given a point and a slope|e0d573db-112b-41bb-891b-5559e97fb075|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
18d36154-a2dc-4723-b736-6a229760adfc|01/07/2026 08:20|01/07/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|8.8(C) Model and solve equations with variables on both sides, 8.5(G) Identify functions using ordered pairs, tables, and graphs, A.2(C) Write linear equations given a point and a slope|e4ba4911-faf3-41b2-995e-b209fb3d3961|ACCEPTED|1|01/07/2026 08:27|01/07/2026 08:50|23.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
18d36154-a2dc-4723-b736-6a229760adfc|01/07/2026 08:20|01/07/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|8.8(C) Model and solve equations with variables on both sides, 8.5(G) Identify functions using ordered pairs, tables, and graphs, A.2(C) Write linear equations given a point and a slope|0bb32041-c9c3-48cf-a428-4e865dc8bec1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-A
18d36154-a2dc-4723-b736-6a229760adfc|01/07/2026 08:20|01/07/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"|8.8(C) Model and solve equations with variables on both sides, 8.5(G) Identify functions using ordered pairs, tables, and graphs, A.2(C) Write linear equations given a point and a slope|2f88dd6d-6f52-42e8-a250-c7aeb1a52180|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
b65164ae-b67c-4798-a49d-0ccdceef31b0|01/09/2026 08:20|01/09/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|1|3|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||e0d573db-112b-41bb-891b-5559e97fb075|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
b65164ae-b67c-4798-a49d-0ccdceef31b0|01/09/2026 08:20|01/09/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|1|3|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||e4ba4911-faf3-41b2-995e-b209fb3d3961|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|
b65164ae-b67c-4798-a49d-0ccdceef31b0|01/09/2026 08:20|01/09/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|1|3|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||0bb32041-c9c3-48cf-a428-4e865dc8bec1|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-A
b65164ae-b67c-4798-a49d-0ccdceef31b0|01/09/2026 08:20|01/09/2026 08:21|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|1|3|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"||2f88dd6d-6f52-42e8-a250-c7aeb1a52180|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|
242040b5-49b1-434e-b4c6-bd92c05a3cb6|01/14/2026 08:20|01/14/2026 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1||7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|e0d573db-112b-41bb-891b-5559e97fb075|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-A
242040b5-49b1-434e-b4c6-bd92c05a3cb6|01/14/2026 08:20|01/14/2026 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1||7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|e4ba4911-faf3-41b2-995e-b209fb3d3961|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-A
242040b5-49b1-434e-b4c6-bd92c05a3cb6|01/14/2026 08:20|01/14/2026 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1||7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|0bb32041-c9c3-48cf-a428-4e865dc8bec1|ACCEPTED|1|01/14/2026 08:22|01/14/2026 08:46|24.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
242040b5-49b1-434e-b4c6-bd92c05a3cb6|01/14/2026 08:20|01/14/2026 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1||7.3B Write equations to represent proportional relationships, 6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems|2f88dd6d-6f52-42e8-a250-c7aeb1a52180|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
34a06bf0-8c3d-405b-8280-b086d63fb0e3|01/16/2026 08:20|01/16/2026 08:18|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||e0d573db-112b-41bb-891b-5559e97fb075|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
34a06bf0-8c3d-405b-8280-b086d63fb0e3|01/16/2026 08:20|01/16/2026 08:18|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||e4ba4911-faf3-41b2-995e-b209fb3d3961|ACCEPTED|1|01/16/2026 08:23|01/16/2026 08:52|29.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T2
34a06bf0-8c3d-405b-8280-b086d63fb0e3|01/16/2026 08:20|01/16/2026 08:18|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||0bb32041-c9c3-48cf-a428-4e865dc8bec1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-A
34a06bf0-8c3d-405b-8280-b086d63fb0e3|01/16/2026 08:20|01/16/2026 08:18|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||2f88dd6d-6f52-42e8-a250-c7aeb1a52180|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-B
7017643d-d906-45b3-b511-e14b112a68a8|01/23/2026 08:20|01/23/2026 08:22|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems, 7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|e0d573db-112b-41bb-891b-5559e97fb075|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|
7017643d-d906-45b3-b511-e14b112a68a8|01/23/2026 08:20|01/23/2026 08:22|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems, 7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|e4ba4911-faf3-41b2-995e-b209fb3d3961|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|
7017643d-d906-45b3-b511-e14b112a68a8|01/23/2026 08:20|01/23/2026 08:22|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems, 7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|0bb32041-c9c3-48cf-a428-4e865dc8bec1|ACCEPTED|1|01/23/2026 08:28|01/23/2026 08:53|25.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|
7017643d-d906-45b3-b511-e14b112a68a8|01/23/2026 08:20|01/23/2026 08:22|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|2|2|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|6.4(B) Apply qualitative and quantitative reasoning to solve ratio problems, 7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|2f88dd6d-6f52-42e8-a250-c7aeb1a52180|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|
1bce1c2e-9592-41e4-8037-afc85e05fa05|01/28/2026 08:20|01/28/2026 08:22|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|4|0|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"|6.10(A) Model and solve one-variable, one-step equations, 8.8(C) Model and solve equations with variables on both sides|e0d573db-112b-41bb-891b-5559e97fb075|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-02-04 06:00:00|T1-B
