session_uid|sched_start|start_actual|len_min|setting|session_state|session_label|org_name|program_name|group_size|n_present|n_absent|subject|tutor_uid|tutor_ok|session_notes|skill_list|student_uid|roster_state|present_flag|join_ts|leave_ts|mins_attended|school_uid|school_name|grade|section_label|course_name|exported_at
c7375e22-ebaf-4e2b-a8e7-9d0d1378a137|12/19/2025 13:50|12/19/2025 13:51|30|IN PERSON|COMPLETED|Ivybrook - 6th Grade - 1:50pm|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|3|2|1|MATH|3d98143d-0a73-4fab-a8a6-34b6d0831a5d|1|"Session Feedback: ""Focused on percent change. Group is close to mastery, will re-assess next session."";"|7.6(H) Solve problems using data represented in dot plots|1332bacd-4386-4b8d-854e-26555e24d754|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|6|6012/176 - MATH 06-[09B]|MATH 06|2026-01-05 06:00:00
0be27831-b4d4-4c6f-9ca4-c8d539acb7a8|12/03/2025 08:20|12/03/2025 08:19|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||e0d573db-112b-41bb-891b-5559e97fb075|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
0be27831-b4d4-4c6f-9ca4-c8d539acb7a8|12/03/2025 08:20|12/03/2025 08:19|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||e4ba4911-faf3-41b2-995e-b209fb3d3961|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
0be27831-b4d4-4c6f-9ca4-c8d539acb7a8|12/03/2025 08:20|12/03/2025 08:19|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||0bb32041-c9c3-48cf-a428-4e865dc8bec1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
0be27831-b4d4-4c6f-9ca4-c8d539acb7a8|12/03/2025 08:20|12/03/2025 08:19|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||2f88dd6d-6f52-42e8-a250-c7aeb1a52180|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
5fa53a2d-e5c5-4f21-8b59-e4f65f7a2ae6|12/05/2025 08:20|12/05/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||e0d573db-112b-41bb-891b-5559e97fb075|ACCEPTED|1|12/05/2025 08:27|12/05/2025 08:51|24.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
5fa53a2d-e5c5-4f21-8b59-e4f65f7a2ae6|12/05/2025 08:20|12/05/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||e4ba4911-faf3-41b2-995e-b209fb3d3961|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
5fa53a2d-e5c5-4f21-8b59-e4f65f7a2ae6|12/05/2025 08:20|12/05/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||0bb32041-c9c3-48cf-a428-4e865dc8bec1|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
5fa53a2d-e5c5-4f21-8b59-e4f65f7a2ae6|12/05/2025 08:20|12/05/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Ac​ademy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed ratio tables and finished the practice packet."";"||2f88dd6d-6f52-42e8-a250-c7aeb1a52180|ACCEPTED|1|12/05/2025 08:24|12/05/2025 08:47|23.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
9f27f1c7-fcfc-4774-a2b3-5a99b84624cf|12/10/2025 08:20|12/10/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"|7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|e0d573db-112b-41bb-891b-5559e97fb075|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
9f27f1c7-fcfc-4774-a2b3-5a99b84624cf|12/10/2025 08:20|12/10/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"|7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|e4ba4911-faf3-41b2-995e-b209fb3d3961|ACCEPTED|1|12/10/2025 08:27|12/10/2025 08:50|23.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
9f27f1c7-fcfc-4774-a2b3-5a99b84624cf|12/10/2025 08:20|12/10/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"|7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|0bb32041-c9c3-48cf-a428-4e865dc8bec1|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
9f27f1c7-fcfc-4774-a2b3-5a99b84624cf|12/10/2025 08:20|12/10/2025 08:20|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|3|1|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Reviewed last week's quiz, then practiced slope-intercept form."";"|7.3B Write equations to represent proportional relationships, 8.5(G) Identify functions using ordered pairs, tables, and graphs|2f88dd6d-6f52-42e8-a250-c7aeb1a52180|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
70e28c7b-b705-47bc-821b-59ee0a8e8b7e|12/12/2025 08:20|12/12/2025 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|4|0|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||e0d573db-112b-41bb-891b-5559e97fb075|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
70e28c7b-b705-47bc-821b-59ee0a8e8b7e|12/12/2025 08:20|12/12/2025 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|4|0|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||e4ba4911-faf3-41b2-995e-b209fb3d3961|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
70e28c7b-b705-47bc-821b-59ee0a8e8b7e|12/12/2025 08:20|12/12/2025 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|4|0|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||0bb32041-c9c3-48cf-a428-4e865dc8bec1|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
70e28c7b-b705-47bc-821b-59ee0a8e8b7e|12/12/2025 08:20|12/12/2025 08:19|30|IN PERSON|COMPLETED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|4|0|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|"Session Feedback: ""Worked through word problems on unit rates. Two students needed extra scaffolding."";"||2f88dd6d-6f52-42e8-a250-c7aeb1a52180|ACCEPTED|1|12/12/2025 08:26|12/12/2025 08:56|30.0|b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
3ed485d2-edea-40b7-ad16-1613ade2a496|12/17/2025 08:20|12/17/2025 08:20|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||e0d573db-112b-41bb-891b-5559e97fb075|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
3ed485d2-edea-40b7-ad16-1613ade2a496|12/17/2025 08:20|12/17/2025 08:20|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||e4ba4911-faf3-41b2-995e-b209fb3d3961|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
3ed485d2-edea-40b7-ad16-1613ade2a496|12/17/2025 08:20|12/17/2025 08:20|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||0bb32041-c9c3-48cf-a428-4e865dc8bec1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
3ed485d2-edea-40b7-ad16-1613ade2a496|12/17/2025 08:20|12/17/2025 08:20|30|IN PERSON|MISSED|Ivybrook - 8th Grade - 8:20am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring Program: 30min (In Person)|4|0|4|MATH|1ce3a0b2-cbf8-4a45-aea2-5bc06c566e59|1|||2f88dd6d-6f52-42e8-a250-c7aeb1a52180|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|8|MATH 08 - FONTAINE - 6|MATH 08|2026-01-05 06:00:00
18a91c4b-15df-4bf5-9e3c-643681a80cc1|12/03/2025 08:50|12/03/2025 08:51|55|IN PERSON|MISSED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|0|3|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1|||147dd621-1efa-4c11-8360-6b905a4386c1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
18a91c4b-15df-4bf5-9e3c-643681a80cc1|12/03/2025 08:50|12/03/2025 08:51|55|IN PERSON|MISSED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|0|3|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1|||c19817e2-1345-4fbd-bfbf-b1587ada0587|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
18a91c4b-15df-4bf5-9e3c-643681a80cc1|12/03/2025 08:50|12/03/2025 08:51|55|IN PERSON|MISSED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|0|3|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1|||051fdc27-8f99-4ae5-9103-6723333c2273|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
98ee4bcf-1283-4449-9786-17f3b3a94b27|12/08/2025 08:50|12/08/2025 08:50|55|IN PERSON|COMPLETED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1||8.5(G) Identify functions using ordered pairs, tables, and graphs, 7.6(H) Solve problems using data represented in dot plots|147dd621-1efa-4c11-8360-6b905a4386c1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
98ee4bcf-1283-4449-9786-17f3b3a94b27|12/08/2025 08:50|12/08/2025 08:50|55|IN PERSON|COMPLETED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1||8.5(G) Identify functions using ordered pairs, tables, and graphs, 7.6(H) Solve problems using data represented in dot plots|c19817e2-1345-4fbd-bfbf-b1587ada0587|ACCEPTED|1||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
98ee4bcf-1283-4449-9786-17f3b3a94b27|12/08/2025 08:50|12/08/2025 08:50|55|IN PERSON|COMPLETED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1||8.5(G) Identify functions using ordered pairs, tables, and graphs, 7.6(H) Solve problems using data represented in dot plots|051fdc27-8f99-4ae5-9103-6723333c2273|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
7b867bd0-d962-454d-a99f-c2356b0d0d1a|12/10/2025 08:50|12/10/2025 08:49|55|IN PERSON|COMPLETED|Ivybrook - 9th Grade - 8:50am|Fenwick Hollow Academy- SummitSteps|Summit Steps Tutoring: Ivybrook (In Person)|3|1|2|MATH|90b2b573-8902-4566-b4c4-26199517f72f|1|"Session Feedback: ""Solid effort today, though attendance hurt us again."";"|7.3B Write equations to represent proportional relationships|147dd621-1efa-4c11-8360-6b905a4386c1|NO_SHOW|0||||b63b855d-5367-4ea8-a331-b94f3b48802d|Ivybrook MS|9|ALGEBRA I - MERCER - 4|Algebra I|2026-01-05 06:00:00
